"Title" "MeanRating"
"7710" "Silver Bullet (Stephen King's Silver Bullet) (1985)" 3
"7711" "Silver Linings Playbook (2012)" 4
"7712" "Silver Spoon (2014)" 4
"7713" "Silver Streak (1976)" 4
"7714" "Silverado (1985)" 3
"7715" "Simon Birch (1998)" 3
"7716" "Simon Sez (1999)" 1
"7717" "Simone (S1m0ne) (2002)" 2
"7718" "Simpatico (1999)" 3
"7719" "Simple Plan, A (1998)" 4
"7720" "Simple Twist of Fate, A (1994)" 3
"7721" "Simple Wish, A (1997)" 3
"7722" "Simply Irresistible (1999)" 4
"7723" "Simpsons Movie, The (2007)" 4
"7724" "Simpsons: The Longest Daycare, The (2012)" 4
"7725" "Sin City (2005)" 4
"7726" "Sin City: A Dame to Kill For (2014)" 3
"7727" "Sin Nombre (2009)" 4
"7728" "Sinbad and the Eye of the Tiger (1977)" 3
"7729" "Sinbad: Legend of the Seven Seas (2003)" 4
"7730" "Sing (2016)" 4
"7731" "Sing Street (2016)" 4
"7732" "Singin' in the Rain (1952)" 4
"7733" "Single Girl, A (Fille seule, La) (1995)" 4
"7734" "Single Man, A (2009)" 4
"7735" "Single White Female (1992)" 3
"7736" "Singles (1992)" 3
"7737" "Sinister (2012)" 4
"7738" "Sintel (2010)" 4
"7739" "Sirens (1994)" 3
"7740" "Sister Act (1992)" 3
"7741" "Sister Act 2: Back in the Habit (1993)" 2
"7742" "Sisterhood of the Traveling Pants 2, The (2008)" 2
"7743" "Sisterhood of the Traveling Pants, The (2005)" 3
"7744" "Sisters (1973)" 4
"7745" "Sisters (2015)" 2
"7746" "Sisters (Syostry) (2001)" 5
"7747" "Sitter, The (2011)" 3
"7748" "Six-String Samurai (1998)" 4
"7749" "Six Days Seven Nights (1998)" 3
"7750" "Six Degrees of Separation (1993)" 4
"7751" "Sixteen Candles (1984)" 4
"7752" "Sixth Sense, The (1999)" 4
"7753" "Skeleton Key, The (2005)" 3
"7754" "Ski School (1991)" 2
"7755" "Skin Deep (1989)" 3
"7756" "Skin I Live In, The (La piel que habito) (2011)" 3
"7757" "Skipped Parts (2000)" 4
"7758" "Skulls, The (2000)" 3
"7759" "Sky Captain and the World of Tomorrow (2004)" 3
"7760" "Sky Crawlers, The (Sukai kurora) (2008)" 2
"7761" "Sky High (2003)" 2
"7762" "Sky High (2005)" 3
"7763" "Skyfall (2012)" 4
"7764" "Skyline (2010)" 0
"7765" "Slacker (1991)" 3
"7766" "Slackers (2002)" 3
"7767" "Slammin' Salmon, The (2009)" 4
"7768" "Slap Shot (1977)" 4
"7769" "Slasher (2004)" 4
"7770" "Slaughterhouse-Five (1972)" 4
"7771" "SLC Punk! (1998)" 4
"7772" "Sleepaway Camp (1983)" 2
"7773" "Sleeper (1973)" 4
"7774" "Sleepers (1996)" 4
"7775" "Sleeping Beauty (1959)" 3
"7776" "Sleeping with the Enemy (1991)" 2
"7777" "Sleepless in Seattle (1993)" 3
"7778" "Sleepwalkers (1992)" 2
"7779" "Sleepy Hollow (1999)" 3
"7780" "Sleuth (1972)" 4
"7781" "Sleuth (2007)" 4
"7782" "Sliding Doors (1998)" 4
"7783" "Sling Blade (1996)" 4
"7784" "Slither (2006)" 3
"7785" "Sliver (1993)" 3
"7786" "Slow Learners (2015)" 2
"7787" "Slow West (2015)" 4
"7788" "Slumber Party Massacre II (1987)" 5
"7789" "Slumber Party Massacre III (1990)" 5
"7790" "Slumber Party Massacre, The (1982)" 3
"7791" "Slumdog Millionaire (2008)" 4
"7792" "Slums of Beverly Hills, The (1998)" 4
"7793" "Small Soldiers (1998)" 3
"7794" "Small Time Crooks (2000)" 4
"7795" "Smart People (2008)" 3
"7796" "Smashed (2012)" 4
"7797" "Smiley's People (1982)" 4
"7798" "Smiling Fish and Goat on Fire (1999)" 4
"7799" "Smilla's Sense of Snow (1997)" 3
"7800" "Smoke (1995)" 4
"7801" "Smoke Signals (1998)" 3
"7802" "Smokey and the Bandit (1977)" 3
"7803" "Smokey and the Bandit II (1980)" 2
"7804" "Smokey and the Bandit III (1983)" 1
"7805" "Smokin' Aces (2006)" 3
"7806" "Smooth Talk (1985)" 4
"7807" "Smurfs 2, The (2013)" 2
"7808" "Smurfs, The (2011)" 2
"7809" "Snake Eyes (1998)" 3
"7810" "Snake in the Eagle's Shadow (Se ying diu sau) (1978)" 3
"7811" "Snake Pit, The (1948)" 4
"7812" "Snakes on a Plane (2006)" 3
"7813" "Snapper, The (1993)" 3
"7814" "Snatch (2000)" 4
"7815" "Snatched (2017)" 4
"7816" "Sneakers (1992)" 3
"7817" "Sniper (1993)" 3
"7818" "Snipes (2001)" 2
"7819" "Snitch (2013)" 4
"7820" "Snow Angels (2007)" 3
"7821" "Snow Day (2000)" 2
"7822" "Snow Dogs (2002)" 2
"7823" "Snow Falling on Cedars (1999)" 3
"7824" "Snow Walker, The (2003)" 3
"7825" "Snow White (1916)" 4
"7826" "Snow White and the Huntsman (2012)" 3
"7827" "Snow White and the Seven Dwarfs (1937)" 4
"7828" "Snowden (2016)" 4
"7829" "Snowflake, the White Gorilla (2011)" 5
"7830" "Snowman, The (1982)" 4
"7831" "Snowpiercer (2013)" 3
"7832" "Snowtown (Snowtown Murders, The) (2011)" 2
"7833" "So I Married an Axe Murderer (1993)" 3
"7834" "Soapdish (1991)" 3
"7835" "Social Network, The (2010)" 4
"7836" "Soft Fruit (1999)" 4
"7837" "Solace (2015)" 2
"7838" "Solaris (2002)" 3
"7839" "Solaris (Solyaris) (1972)" 4
"7840" "Solas (1999)" 4
"7841" "Soldier's Story, A (1984)" 4
"7842" "Soldier (1998)" 3
"7843" "Solo (1996)" 2
"7844" "Solo: A Star Wars Story (2018)" 4
"7845" "Soloist, The (2009)" 4
"7846" "Solyaris (1968)" 4
"7847" "Some Folks Call It a Sling Blade (1993)" 4
"7848" "Some Guy Who Kills People (2011)" 4
"7849" "Some Kind of Wonderful (1987)" 3
"7850" "Some Like It Hot (1959)" 4
"7851" "Some Mother's Son (1996)" 4
"7852" "Somebody to Love (1994)" 4
"7853" "Someone Like You (2001)" 4
"7854" "Someone Marry Barry (2014)" 2
"7855" "Someone to Watch Over Me (1987)" 3
"7856" "Somers Town (2008)" 4
"7857" "Something's Gotta Give (2003)" 4
"7858" "Something Borrowed (2011)" 3
"7859" "Something New (2006)" 4
"7860" "Something to Talk About (1995)" 3
"7861" "Something Wicked This Way Comes (1983)" 3
"7862" "Something Wild (1986)" 4
"7863" "Somewhere (2010)" 3
"7864" "Somewhere in Time (1980)" 3
"7865" "Sommersby (1993)" 3
"7866" "Son's Room, The (Stanza del figlio, La) (2001)" 4
"7867" "Son in Law (1993)" 3
"7868" "Son of a Gun (2014)" 2
"7869" "Son of Flubber (1963)" 2
"7870" "Son of God (2014)" 0
"7871" "Son of Rambow (2007)" 5
"7872" "Son of the Bride (Hijo de la novia, El) (2001)" 5
"7873" "Son of the Mask (2005)" 1
"7874" "Son of the Sheik, The (1926)" 4
"7875" "Sonatine (Sonachine) (1993)" 5
"7876" "Song of Bernadette, The (1943)" 3
"7877" "Song of the Little Road (Pather Panchali) (1955)" 4
"7878" "Song of the Sea (2014)" 3
"7879" "Song of the South (1946)" 3
"7880" "Song of the Thin Man (1947)" 4
"7881" "Songs From the Second Floor (Sanger fran andra vaningen) (2000)" 4
"7882" "Sons of the Desert (1933)" 3
"7883" "Sophie's Choice (1982)" 4
"7884" "Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)" 5
"7885" "Sorcerer's Apprentice, The (2010)" 3
"7886" "SORI: Voice from the Heart (2016)" 5
"7887" "Sorority Babes in the Slimeball Bowl-O-Rama (1988)" 2
"7888" "Sorority Boys (2002)" 2
"7889" "Sorority House Massacre (1986)" 5
"7890" "Sorority House Massacre II (1990)" 5
"7891" "Sorrow (2015)" 0
"7892" "Sorry to Bother You (2018)" 4
"7893" "Sorry, Wrong Number (1948)" 4
"7894" "Soul Food (1997)" 3
"7895" "Soul Man (1986)" 3
"7896" "Soul Plane (2004)" 4
"7897" "Soul Surfer (2011)" 4
"7898" "Sound of Music, The (1965)" 4
"7899" "Sound of My Voice (2011)" 4
"7900" "Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954)" 4
"7901" "Sound of Thunder, A (2005)" 3
"7902" "Source Code (2011)" 4
"7903" "Source, The (1999)" 1
"7904" "South Pacific (1958)" 4
"7905" "South Park: Bigger, Longer and Uncut (1999)" 4
"7906" "South Park: Imaginationland (2008)" 4
"7907" "Southbound (2016)" 4
"7908" "Southland Tales (2006)" 3
"7909" "Southpaw (2015)" 3
"7910" "Soylent Green (1973)" 3
"7911" "Space Battleship Yamato (2010)" 3
"7912" "Space Buddies (2009)" 4
"7913" "Space Cowboys (2000)" 3
"7914" "Space Jam (1996)" 3
"7915" "Space Truckers (1996)" 2
"7916" "Spaceballs (1987)" 3
"7917" "SpaceCamp (1986)" 2
"7918" "Spaced Invaders (1990)" 2
"7919" "Spacehunter: Adventures in the Forbidden Zone (1983)" 2
"7920" "Spanglish (2004)" 3
"7921" "Spanish Apartment, The (L'auberge espagnole) (2002)" 4
"7922" "Spanish Prisoner, The (1997)" 4
"7923" "Spanking the Monkey (1994)" 3
"7924" "Spartacus (1960)" 4
"7925" "Spartan (2004)" 4
"7926" "Spawn (1997)" 3
"7927" "Special (2006)" 4
"7928" "Special Day, A (Giornata particolare, Una) (1977)" 4
"7929" "Specialist, The (1994)" 3
"7930" "Species (1995)" 3
"7931" "Species II (1998)" 2
"7932" "Species III (2004)" 1
"7933" "Spectre (2015)" 3
"7934" "Speechless (1994)" 3
"7935" "Speed (1994)" 4
"7936" "Speed 2: Cruise Control (1997)" 2
"7937" "Speed Racer (2008)" 3
"7938" "Spellbound (1945)" 4
"7939" "Spellbound (2002)" 4
"7940" "Spellbound (2011)" 5
"7941" "Sphere (1998)" 3
"7942" "Spice World (1997)" 1
"7943" "Spider-Man (2002)" 4
"7944" "Spider-Man 2 (2004)" 4
"7945" "Spider-Man 3 (2007)" 3
"7946" "Spider (2002)" 3
"7947" "Spiderwick Chronicles, The (2008)" 3
"7948" "Spies Like Us (1985)" 3
"7949" "Spiral (2007)" 4
"7950" "Spiral (2018)" 3
"7951" "Spirit Camp (2009)" 4
"7952" "Spirit, The (2008)" 2
"7953" "Spirit: Stallion of the Cimarron (2002)" 4
"7954" "Spirited Away (Sen to Chihiro no kamikakushi) (2001)" 4
"7955" "Spirits of the Dead (1968)" 3
"7956" "Spitfire Grill, The (1996)" 3
"7957" "Splash (1984)" 3
"7958" "Splendor in the Grass (1961)" 4
"7959" "Splice (2009)" 4
"7960" "Splinter (2008)" 4
"7961" "Split (2017)" 3
"7962" "SpongeBob SquarePants Movie, The (2004)" 3
"7963" "Spotlight (2015)" 4
"7964" "Spread (2009)" 4
"7965" "Spriggan (Supurigan) (1998)" 3
"7966" "Spring (2015)" 4
"7967" "Spring Forward (1999)" 2
"7968" "Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)" 4
"7969" "Spun (2001)" 3
"7970" "Spy (2015)" 4
"7971" "Spy Game (2001)" 3
"7972" "Spy Hard (1996)" 3
"7973" "Spy Kids (2001)" 3
"7974" "Spy Kids 2: The Island of Lost Dreams (2002)" 2
"7975" "Spy Kids 3-D: Game Over (2003)" 2
"7976" "Spy Next Door, The (2010)" 2
"7977" "Spy Who Came in from the Cold, The (1965)" 0
"7978" "Spy Who Loved Me, The (1977)" 3
"7979" "Squid and the Whale, The (2005)" 3
"7980" "Squirm (1976)" 2
"7981" "St Trinian's 2: The Legend of Fritton's Gold (2009)" 2
"7982" "St. Elmo's Fire (1985)" 3
"7983" "St. Trinian's (2007)" 2
"7984" "St. Vincent (2014)" 3
"7985" "Stage Beauty (2004)" 4
"7986" "Stage Door (1937)" 4
"7987" "Stage Fright (1950)" 4
"7988" "Stagecoach (1939)" 4
"7989" "Stake Land (2010)" 4
"7990" "Stakeout (1987)" 3
"7991" "Stalag 17 (1953)" 4
"7992" "Stalingrad (1993)" 4
"7993" "Stalingrad (2013)" 3
"7994" "Stalker (1979)" 4
"7995" "Stan Helsing (2009)" 1
"7996" "Stand and Deliver (1988)" 4
"7997" "Stand by Me (1986)" 4
"7998" "Stand Up Guys (2012)" 2
"7999" "Stand, The (1994)" 5
"8000" "Stander (2003)" 4
"8001" "Standing in the Shadows of Motown (2002)" 4
"8002" "Standoff (2016)" 2
"8003" "Stanley & Iris (1990)" 3
"8004" "Stanley Kubrick: A Life in Pictures (2001)" 4
"8005" "Star Is Born, A (1937)" 4
"8006" "Star Is Born, A (1954)" 4
"8007" "Star Maps (1997)" 4
"8008" "Star Trek (2009)" 4
"8009" "Star Trek Beyond (2016)" 3
"8010" "Star Trek II: The Wrath of Khan (1982)" 4
"8011" "Star Trek III: The Search for Spock (1984)" 3
"8012" "Star Trek Into Darkness (2013)" 4
"8013" "Star Trek IV: The Voyage Home (1986)" 3
"8014" "Star Trek V: The Final Frontier (1989)" 3
"8015" "Star Trek VI: The Undiscovered Country (1991)" 3
"8016" "Star Trek: First Contact (1996)" 4
"8017" "Star Trek: Generations (1994)" 3
"8018" "Star Trek: Insurrection (1998)" 3
"8019" "Star Trek: Nemesis (2002)" 3
"8020" "Star Trek: The Motion Picture (1979)" 3
"8021" "Star Wars: Episode I - The Phantom Menace (1999)" 3
"8022" "Star Wars: Episode II - Attack of the Clones (2002)" 3
"8023" "Star Wars: Episode III - Revenge of the Sith (2005)" 3
"8024" "Star Wars: Episode IV - A New Hope (1977)" 4
"8025" "Star Wars: Episode V - The Empire Strikes Back (1980)" 4
"8026" "Star Wars: Episode VI - Return of the Jedi (1983)" 4
"8027" "Star Wars: Episode VII - The Force Awakens (2015)" 4
"8028" "Star Wars: The Clone Wars (2008)" 2
"8029" "Star Wars: The Last Jedi (2017)" 3
"8030" "Starcrash (a.k.a. Star Crash) (1978)" 0
"8031" "Stardust (2007)" 4
"8032" "Stardust Memories (1980)" 4
"8033" "Stargate (1994)" 3
"8034" "Stargate: Continuum (2008)" 2
"8035" "Starman (1984)" 3
"8036" "Starship Troopers (1997)" 3
"8037" "Starship Troopers 2: Hero of the Federation (2004)" 2
"8038" "Starsky & Hutch (2004)" 3
"8039" "Starsuckers (2009)" 4
"8040" "Start the Revolution Without Me (1970)" 2
"8041" "Starter for 10 (2006)" 4
"8042" "Startup.com (2001)" 4
"8043" "State and Main (2000)" 4
"8044" "State of Grace (1990)" 4
"8045" "State of Play (2009)" 4
"8046" "State Property 2 (2005)" 2
"8047" "Staten Island (2009)" 2
"8048" "Station Agent, The (2003)" 4
"8049" "Stay (2005)" 3
"8050" "Stay Alive (2006)" 1
"8051" "Stay Tuned (1992)" 2
"8052" "Staying Alive (1983)" 2
"8053" "Steal Big, Steal Little (1995)" 3
"8054" "Stealing Beauty (1996)" 4
"8055" "Stealing Harvard (2002)" 2
"8056" "Stealing Home (1988)" 3
"8057" "Stealing Rembrandt (Rembrandt) (2003)" 4
"8058" "Stealth (2005)" 2
"8059" "Steam of Life (Miesten vuoro) (2010)" 4
"8060" "Steam: The Turkish Bath (Hamam) (1997)" 4
"8061" "Steamboat Bill, Jr. (1928)" 4
"8062" "Steamboat Willie (1928)" 2
"8063" "Steamboy (Suchîmubôi) (2004)" 3
"8064" "Steel (1997)" 2
"8065" "Steel Magnolias (1989)" 3
"8066" "Stefan Zweig: Farewell to Europe (2016)" 3
"8067" "Steins;Gate the Movie: The Burden of Déja vu (2013)" 3
"8068" "Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)" 2
"8069" "Step Brothers (2008)" 4
"8070" "Step Into Liquid (2002)" 4
"8071" "Step Up (2006)" 4
"8072" "Step Up 2 the Streets (2008)" 3
"8073" "Stepfather, The (1987)" 2
"8074" "Stepford Wives, The (1975)" 3
"8075" "Stepford Wives, The (2004)" 2
"8076" "Stepmom (1998)" 3
"8077" "Steve Jobs (2015)" 4
"8078" "Steve Jobs: The Man in the Machine (2015)" 4
"8079" "Stevie (2002)" 4
"8080" "Stick It (2006)" 3
"8081" "Stigmata (1999)" 3
"8082" "Still Alice (2014)" 4
"8083" "Still Crazy (1998)" 3
"8084" "Still Walking (Aruitemo aruitemo) (2008)" 1
"8085" "Sting, The (1973)" 4
"8086" "Stingray Sam (2009)" 4
"8087" "Stir Crazy (1980)" 4
"8088" "Stir of Echoes (1999)" 4
"8089" "Stitch! The Movie (2003)" 4
"8090" "Stoked: The Rise and Fall of Gator (2002)" 2
"8091" "Stoker (2013)" 4
"8092" "Stolen Children (Ladro di bambini, Il) (1992)" 4
"8093" "Stolen Summer (2002)" 3
"8094" "Stomp the Yard (2007)" 2
"8095" "Stone (2010)" 3
"8096" "Stone Reader (2002)" 4
"8097" "Stoned (2005)" 2
"8098" "Stonewall (2015)" 2
"8099" "Stoning of Soraya M., The (2008)" 4
"8100" "Stop-Loss (2008)" 3
"8101" "Stop Making Sense (1984)" 4
"8102" "Stop! Or My Mom Will Shoot (1992)" 2
"8103" "Storks (2016)" 4
"8104" "Story of Film: An Odyssey, The (2011)" 4
"8105" "Story of O, The (Histoire d'O) (1975)" 4
"8106" "Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)" 4
"8107" "Story of Us, The (1999)" 2
"8108" "Story of Women (Affaire de femmes, Une) (1988)" 5
"8109" "Storytelling (2001)" 3
"8110" "Strada, La (1954)" 4
"8111" "Straight Outta Compton (2015)" 4
"8112" "Straight Story, The (1999)" 4
"8113" "Strange Brew (1983)" 4
"8114" "Strange Circus (Kimyô na sâkasu) (2005)" 4
"8115" "Strange Days (1995)" 3
"8116" "Strange Love of Martha Ivers, The (1946)" 4
"8117" "Strange Magic (2015)" 3
"8118" "Strange Wilderness (2008)" 3
"8119" "Strangeland (1998)" 4
"8120" "Stranger in the House (1997)" 3
"8121" "Stranger than Fiction (2006)" 4
"8122" "Stranger Than Paradise (1984)" 4
"8123" "Stranger, The (1946)" 3
"8124" "Strangers on a Train (1951)" 4
"8125" "Strangers with Candy (2005)" 2
"8126" "Strangers, The (2008)" 3
"8127" "Straw Dogs (1971)" 4
"8128" "Strawberry and Chocolate (Fresa y chocolate) (1993)" 4
"8129" "Stray Dog (Nora inu) (1949)" 4
"8130" "Street Fighter (1994)" 2
"8131" "Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994)" 2
"8132" "Street Kings (2008)" 2
"8133" "Streetcar Named Desire, A (1951)" 4
"8134" "Stretch (2014)" 2
"8135" "Strictly Ballroom (1992)" 4
"8136" "Strictly Sexual (2008)" 5
"8137" "Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)" 3
"8138" "Striking Distance (1993)" 2
"8139" "Stripes (1981)" 4
"8140" "Striptease (1996)" 2
"8141" "Stroszek (1977)" 4
"8142" "Stuart Little (1999)" 3
"8143" "Stuart Little 2 (2002)" 3
"8144" "Stuart Little 3: Call of the Wild (2005)" 5
"8145" "Stuart Saves His Family (1995)" 1
"8146" "Stuck (2007)" 4
"8147" "Stuck in Love (2012)" 4
"8148" "Stuck on You (2003)" 3
"8149" "Stunt Man, The (1980)" 4
"8150" "Stupids, The (1996)" 3
"8151" "Style Wars (1983)" 4
"8152" "Submarine (2010)" 4
"8153" "Substitute, The (1996)" 3
"8154" "Suburban Commando (1991)" 2
"8155" "SubUrbia (1997)" 4
"8156" "Subway (1985)" 4
"8157" "SUBWAYStories: Tales from the Underground (1997)" 2
"8158" "Sucker Punch (2011)" 3
"8159" "Sudden Death (1995)" 3
"8160" "Sudden Impact (1983)" 4
"8161" "Suddenly (1954)" 4
"8162" "Suddenly, Last Summer (1959)" 4
"8163" "Suffragette (2015)" 2
"8164" "Sugar & Spice (2001)" 3
"8165" "Sugar Hill (1994)" 2
"8166" "Sugar Town (1999)" 4
"8167" "Sugarland Express, The (1974)" 3
"8168" "Suicide Club (Jisatsu saakuru) (2001)" 3
"8169" "Suicide Kings (1997)" 3
"8170" "Suicide Squad (2016)" 3
"8171" "Sukiyaki Western Django (2008)" 3
"8172" "Sullivan's Travels (1941)" 4
"8173" "Sully (2016)" 3
"8174" "Sum of All Fears, The (2002)" 3
"8175" "Sum of Us, The (1994)" 4
"8176" "Summer's Tale, A (Conte d'été) (1996)" 5
"8177" "Summer Catch (2001)" 3
"8178" "Summer of Sam (1999)" 3
"8179" "Summer Place, A (1959)" 3
"8180" "Summer Rental (1985)" 2
"8181" "Summer School (1987)" 2
"8182" "Summer Wars (Samâ wôzu) (2009)" 4
"8183" "Sun Alley (Sonnenallee) (1999)" 5
"8184" "Sunflower (Xiang ri kui) (2005)" 2
"8185" "Sunless (Sans Soleil) (1983)" 4
"8186" "Sunrise: A Song of Two Humans (1927)" 4
"8187" "Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)" 4
"8188" "Sunset Limited, The (2011)" 4
"8189" "Sunset Park (1996)" 3
"8190" "Sunshine (1999)" 4
"8191" "Sunshine (2007)" 4
"8192" "Sunshine Cleaning (2008)" 3
"8193" "Sunshine State (2002)" 4
"8194" "Super (2010)" 3
"8195" "Super 8 (2011)" 4
"8196" "Super High Me (2007)" 4
"8197" "Super Mario Bros. (1993)" 2
"8198" "Super Size Me (2004)" 4
"8199" "Super Troopers (2001)" 4
"8200" "Super, The (1991)" 2
"8201" "Superbad (2007)" 4
"8202" "Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)" 4
"8203" "Supercop 2 (Project S) (Chao ji ji hua) (1993)" 5
"8204" "Superfast! (2015)" 0
"8205" "SuperFly (2018)" 2
"8206" "Supergirl (1984)" 2
"8207" "Superhero Movie (2008)" 2
"8208" "Superman (1978)" 4
"8209" "Superman II (1980)" 3
"8210" "Superman III (1983)" 2
"8211" "Superman IV: The Quest for Peace (1987)" 2
"8212" "Superman Returns (2006)" 3
"8213" "Superman/Batman: Public Enemies (2009)" 5
"8214" "Superman/Doomsday (2007)" 4
"8215" "Supernova (2000)" 2
"8216" "Superstar (1999)" 4
"8217" "Sure Thing, The (1985)" 4
"8218" "Surf's Up (2007)" 4
"8219" "Surf Nazis Must Die (1987)" 1
"8220" "Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)" 4
"8221" "Surrogates (2009)" 3
"8222" "Survive Style 5+ (2004)" 4
"8223" "Surviving Christmas (2004)" 3
"8224" "Surviving the Game (1994)" 3
"8225" "Survivor (2015)" 0
"8226" "Suspect Zero (2004)" 4
"8227" "Suspicion (1941)" 4
"8228" "Suspiria (1977)" 4
"8229" "Suture (1993)" 3
"8230" "Swamp Thing (1982)" 3
"8231" "Swamp, The (Ciénaga, La) (2001)" 3
"8232" "Swan Princess, The (1994)" 3
"8233" "Swarm, The (1978)" 2
"8234" "Sweeney Todd (2006)" 4
"8235" "Sweeney Todd: The Demon Barber of Fleet Street (2007)" 4
"8236" "Sweet and Lowdown (1999)" 4
"8237" "Sweet Bird of Youth (1962)" 3
"8238" "Sweet Charity (1969)" 4
"8239" "Sweet Dreams (1985)" 3
"8240" "Sweet Hereafter, The (1997)" 4
"8241" "Sweet Home Alabama (2002)" 3
"8242" "Sweet Liberty (1986)" 2
"8243" "Sweet November (2001)" 3
"8244" "Sweet Sixteen (2002)" 3
"8245" "Sweet Smell of Success (1957)" 4
"8246" "Sweetest Thing, The (2002)" 3
"8247" "Sweetgrass (2009)" 4
"8248" "Sweetie (1989)" 4
"8249" "Swelter (2014)" 2
"8250" "Swept Away (2002)" 1
"8251" "Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)" 5
"8252" "Swept from the Sea (1997)" 4
"8253" "Swimfan (2002)" 2
"8254" "Swimming Pool (2003)" 4
"8255" "Swimming with Sharks (1995)" 4
"8256" "Swing Kids (1993)" 4
"8257" "Swing Time (1936)" 4
"8258" "Swingers (1996)" 4
"8259" "Swiss Army Man (2016)" 3
"8260" "Swiss Family Robinson (1960)" 4
"8261" "Switch, The (2010)" 3
"8262" "Switchback (1997)" 3
"8263" "Sword Art Online The Movie: Ordinal Scale (2017)" 3
"8264" "Sword in the Stone, The (1963)" 4
"8265" "Sword of Doom, The (Dai-bosatsu tôge) (1966)" 4
"8266" "Sword of the Beast (Kedamono no ken) (1965)" 3
"8267" "Sword of the Stranger (Sutorejia: Mukô hadan) (2007)" 4
"8268" "Sword of Vengeance (2014)" 1
"8269" "Swordfish (2001)" 3
"8270" "Sydney (Hard Eight) (1996)" 4
"8271" "Sydney White (2007)" 2
"8272" "Sylvia (2003)" 3
"8273" "Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)" 4
"8274" "Sympathy for the Devil (1968)" 3
"8275" "Sympathy for the Underdog (1971)" 4
"8276" "Synecdoche, New York (2008)" 3
"8277" "Syriana (2005)" 4
"8278" "Syrup (2013)" 3
"8279" "T-Rex: Back to the Cretaceous (1998)" 4
"8280" "T2 3-D: Battle Across Time (1996)" 4
"8281" "T2: Trainspotting (2017)" 4
"8282" "Table 19 (2017)" 3
"8283" "Tabu (2012)" 4
"8284" "Tadpole (2002)" 3
"8285" "Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)" 4
"8286" "Tag (2018)" 4
"8287" "Tailor of Panama, The (2001)" 3
"8288" "Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jusangô taihisen' yori) (1960)" 4
"8289" "Take Me Home Tonight (2011)" 2
"8290" "Take Shelter (2011)" 4
"8291" "Take the Lead (2006)" 4
"8292" "Take the Money and Run (1969)" 3
"8293" "Take This Job and Shove It (1981)" 1
"8294" "Take This Waltz (2011)" 4
"8295" "Taken (2008)" 4
"8296" "Taken 2 (2012)" 3
"8297" "Taken 3 (2015)" 3
"8298" "Takers (2010)" 3
"8299" "Taking Care of Business (1990)" 3
"8300" "Taking Lives (2004)" 3
"8301" "Taking of Pelham 1 2 3, The (2009)" 3
"8302" "Taking of Pelham One Two Three, The (1974)" 4
"8303" "Taking Sides (2001)" 4
"8304" "Taking Woodstock (2009)" 3
"8305" "Tale of Despereaux, The (2008)" 3
"8306" "Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)" 1
"8307" "Tale of Two Cities, A (1935)" 4
"8308" "Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)" 3
"8309" "Talent for the Game (1991)" 4
"8310" "Talented Mr. Ripley, The (1999)" 3
"8311" "Tales from the Crypt Presents: Bordello of Blood (1996)" 3
"8312" "Tales from the Crypt Presents: Demon Knight (1995)" 3
"8313" "Tales from the Darkside: The Movie (1990)" 4
"8314" "Tales from the Hood (1995)" 3
"8315" "Tales of Manhattan (1942)" 5
"8316" "Talk of the Town, The (1942)" 4
"8317" "Talk Radio (1988)" 3
"8318" "Talk to Her (Hable con Ella) (2002)" 4
"8319" "Tall Guy, The (1989)" 3
"8320" "Tall Man, The (2012)" 2
"8321" "Tall Tale (1995)" 2
"8322" "Talladega Nights: The Ballad of Ricky Bobby (2006)" 3
"8323" "Taming of the Shrew, The (1967)" 2
"8324" "Tammy (2014)" 2
"8325" "Tampopo (1985)" 4
"8326" "Tangerine (2015)" 4
"8327" "Tangerines (2013)" 4
"8328" "Tangled (2010)" 4
"8329" "Tangled Ever After (2012)" 4
"8330" "Tango & Cash (1989)" 2
"8331" "Tango (1998)" 1
"8332" "Tanguy (2001)" 2
"8333" "Tank Girl (1995)" 3
"8334" "Tao of Steve, The (2000)" 3
"8335" "Tape (2001)" 4
"8336" "Tapeheads (1988)" 2
"8337" "Taps (1981)" 4
"8338" "Tarantula (1955)" 3
"8339" "Tarnation (2003)" 4
"8340" "Tarzan (1999)" 3
"8341" "Tarzan and the Lost City (1998)" 2
"8342" "Taste of Cherry (Ta'm e guilass) (1997)" 4
"8343" "Tattooed Life (Irezumi ichidai) (1965)" 3
